family,indicator_type,value,asn,org,registrar,registrant,country,created,contact_emails,network_name,summary,caveat
nightledger,domain,tjconsultingservices.com,,Privacy service provided by WITHHELD FOR PRIVACY LLC,"NameCheap, Inc.",Privacy service provided by WITHHELD FOR PRIVACY LLC,US,2026-06-10T10:52:07Z,23e39869a18548cd86a93cbea5148381.protect@withheldforprivacy.com,,PRIVACY_REDACTED; Creation Date: 2026-06-10T10:52:07.00Z | Registrar: NAMECHEAP INC | Registrant Name: Redacted for Privacy Purposes | Registrant Organization: Privacy service provided by WITHHELD FOR PRIVACY LLC | Name Server: dns1.registrar-servers.com | Name Server: dns2.registrar-servers.com,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
nightledger,domain,toadreport.azurewebsites.net,,Cloud-managed hostname (Azure/CF/Vultr Objects) — registrant not actor-attributable via WHOIS alone,,,,,,,cloud_managed_skip_detailed_whois,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,domain,processplanet.org,,,,,,,,,,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,domain,magicallyday.com,,,,,,,,,,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,domain,api.tikavodot.co.il,,,,,,,,,,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,3.95.7.142,,Amazon Data Services Northern Virginia,,,US,,,AMAZON-IAD,NetName:        AT-88-Z | OriginAS: | OrgName:        Amazon Technologies Inc. | Country:        US | NetName:        AMAZON-IAD | OriginAS: | OrgName:        Amazon Data Services Northern Virginia | Country:        US,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,35.175.224.64,,Amazon Technologies Inc.,,,US,,,AT-88-Z,NetName:        AT-88-Z | OriginAS: | OrgName:        Amazon Technologies Inc. | Country:        US,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,51.16.209.105,,Amazon Data Services Ireland Technical Role Account; MNT-ADSI; A100 ROW Inc; RIPE-NCC-HM-MNT; ORG-NCC1-RIPE; Amazon Web Services Abuse,,,IL,,,US-A100ROW-199300901,netname:        US-A100ROW-199300901 | descr:          A100 Row Inc | country:        IL | org-name:       A100 ROW Inc | country:        US,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,62.106.66.112,AS62005,mnt-ee-bluevps-1; OLEKSANDR GUTNIK; BlueVPS OU; RIPE-NCC-HM-MNT; ORG-NCC1-RIPE; Abuse-C Role,,,NL,,,EE-BLUEVPS-20211007,netname:        EE-BLUEVPS-20211007 | country:        NL | org-name:       BlueVPS OU | country:        EE | origin:         AS62005,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,157.20.182.45,AS152485,Support Department; PRINCE CHOUDHARY; IRT-HOSTERDADDY-IN,,,IN,,,HOSTER,NetName:        APNIC-ERX-157-16-0-0 | OriginAS: | OrgName:        Asia Pacific Network Information Centre | Country:        AU | netname:        HOSTER | descr:          Hosterdaddy Private Limited | country:        IN | country:        IN | country:        IN | country:        IN | descr:          Route Object | origin:         AS152485,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,161.35.172.55,,"DigitalOcean, LLC",,,US,,,DIGITALOCEAN-161-35-0-0,"NetName:        DIGITALOCEAN-161-35-0-0 | OriginAS: | OrgName:        DigitalOcean, LLC | Country:        US","Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,167.99.224.13,,"DigitalOcean, LLC",,,US,,,DIGITALOCEAN-167-99-0-0,"NetName:        DIGITALOCEAN-167-99-0-0 | OriginAS: | OrgName:        DigitalOcean, LLC | Country:        US","Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,194.11.246.78,AS215117,Administrator; HOSTERDADDY-MNT; HosterDaddy Private Limited; RIPE-NCC-HM-MNT; ORG-NCC1-RIPE; Abuse-C Role,,,DE,,,IN-HOSTERDADDYPVTLTD-20191120,descr:          -----BEGIN TOKEN-----e61c1bd0bb449a2e23f0e99ab958abbfb033f5ed2978253e4d5dd960a79d11fbb8df539253ad3137e1a1a630e6c0839c6e27b1f741e9be79f001a8e12fbe839d-----END TOKEN----- | netname:        IN-HOSTERDADDYPVTLTD-20191120 | country:        DE | org-name:       HosterDaddy Private Limited | country:        IN | origin:         AS215117,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,194.11.246.101,AS215117,Administrator; HOSTERDADDY-MNT; HosterDaddy Private Limited; RIPE-NCC-HM-MNT; ORG-NCC1-RIPE; Abuse-C Role,,,DE,,,IN-HOSTERDADDYPVTLTD-20191120,descr:          -----BEGIN TOKEN-----e61c1bd0bb449a2e23f0e99ab958abbfb033f5ed2978253e4d5dd960a79d11fbb8df539253ad3137e1a1a630e6c0839c6e27b1f741e9be79f001a8e12fbe839d-----END TOKEN----- | netname:        IN-HOSTERDADDYPVTLTD-20191120 | country:        DE | org-name:       HosterDaddy Private Limited | country:        IN | origin:         AS215117,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,206.71.149.51,,BL Networks,,,US,,,BNL-77,NetName:        BNL-77 | OriginAS: | OrgName:        BL Networks | Country:        US,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
fooder,ip,212.232.22.136,AS215117,Administrator; HOSTERDADDY-MNT; HosterDaddy Private Limited; RIPE-NCC-HM-MNT; ORG-NCC1-RIPE; Abuse-C Role,,,US,,,IN-HOSTERDADDYPVTLTD-20030930,descr:          -----BEGIN TOKEN-----f86da23390c54d2936c1087fd22ae2d3751e9d54775900142cb0c9726ced80af4405fd7879b1923fb63743d98c8b5acfe2d2df46c5d0de11bca784c9d7a93881-----END TOKEN----- | netname:        IN-HOSTERDADDYPVTLTD-20030930 | country:        US | org-name:       HosterDaddy Private Limited | country:        IN | origin:         AS215117,"Passive WHOIS/RDAP only; privacy-redacted records do not establish operator identity. Cloud hostnames are infrastructure, not actor orgs."
